language,latitude,longitude,color,family,subgroup,country
Karbi-2 [mjw-2],26.333,93.5,#2DA6B3,Tibeto-Burman,Mikir,India
Mizo [lus],23.167,92.833,#75A4C0,Tibeto-Burman,Kuki-Chin-Naga,India
Thadou [tcz],23.2,94.1,#6B74B0,Tibeto-Burman,Kuki-Chin-Naga,India
Lepcha [lep],27,88.2,#62BB92,Tibeto-Burman,Bodic,India
Naxi [nbf],27.5,100,#AACAB9,Tibeto-Burman,Lolo-Burmese,China
Dulong [duu],28,98.333,#4D9999,Tibeto-Burman,Nungish,China
Rawang [raw],27.5,97.5,#84DDAD,Tibeto-Burman,Nungish,Myanmar
Pumi [pmi],28,101,#5EA7CF,Tibeto-Burman,Qiangic,China
Qiang [qxs],30.9,103.85,#448C98,Tibeto-Burman,Qiangic,China
Biloxi [bll],32.25,-90,#583AD9,Siouan,Western,USA
Crow [cro],45.5,-108,#6C31B9,Siouan,Western,USA
Hidatsa [hid],48,-110,#5912B4,Siouan,Western,USA
Lakhota [lkt],45,-102,#A157B0,Siouan,Western,USA
Mandan [mhq],46,-100,#4840B5,Siouan,Western,USA
Omaha [oma],42,-97.25,#9C36BD,Siouan,Western,USA
Osage [osa],37,-94,#745EAB,Siouan,Western,USA
Rawo-Poko [rwa],-2.8,141.583,#A56BC6,Skou,Central,Papua New Guinea
Womo [xxx-34],-2.917,141.833,#855AC6,Skou,Central,Papua New Guinea
I’saka [ksi],-2.9,141.4,#9649B5,Skou,South,Papua New Guinea
Dumo [vam],-2.667,141.25,#A681BA,Skou,West,Papua New Guinea
Skou [skv],-2.667,140.917,#9065AF,Skou,West,Indonesia
Wutung [wut],-2.667,141.167,#9080A3,Skou,West,Papua New Guinea
Barupu [wra],-3.083,142.083,#A94A98,Skou,East,Papua New Guinea
Bilua [blb],-7.75,156.667,#975A4D,Solomons East Papuan,,Solomons
Savosavo [svs],-9.167,159.833,#829080,Solomons East Papuan,,Solomons
Lavukaleve [lvk],-9,159,#69559C,Solomons East Papuan,,Solomons
Tlapanec [tpx],17.08,-99,#A2567A,Tlapanec,,Mexico
Sulka [sua],-5.083,152,#BE5593,Sulka,,Papua New Guinea
Esmeraldeño [xxx-10],1,-79.5,#5F3769,Esmeraldeño,,Ecuador
Araona [aro],-12.333,-67.75,#485590,Tacanan,Araona-Tacana,Bolivia
Ese Ejja [ese],-11,-65.9,#A296C7,Tacanan,Ese'ejja,Bolivia
Tacana [tna],-12,-67.75,#5B7788,Tacanan,Araona-Tacana,Bolivia
Dong [doc],26,109,#DECA8D,Tai-Kadai,South,China
Lao [lao],19,103,#DDC993,Tai-Kadai,South,Laos
Mulao [mlm],24.25,109,#DCD38E,Tai-Kadai,South,China
Nung [nut],21.917,106.5,#E8D18E,Tai-Kadai,South,Vietnam
Shan [shn],22,98,#DDD696,Tai-Kadai,South,Myanmar
Thai [tha],15.583,100.333,#E6C38A,Tai-Kadai,South,Thailand
Yay [pcc],26,106,#F5DE8E,Tai-Kadai,South,China
Takelma [tkm],42.5,-123,#49308E,Takelma,,USA
P'urhépecha [tsz],19,-102,#5B705A,P'urhépecha,,Mexico
Pawaian [pwa],-6.88,145.08,#48A3B6,Papuan Gulf,Tua River,Papua New Guinea
Chontal [clo],16.3,-95.5,#964240,Tequistlatecan,,Mexico
Ticuna [tca],-3.85,-70.44,#555672,Ticuna,,Brazil
Cuiba [cui-2],6.5,-70.5,#975598,Guahiban,,Colombia
Timucua [xxx-29],30.25,-82.5,#2B4364,Timucua,,USA
Tol [jic],14.75,-85,#5B7670,Jicaque,,Honduras
Tonkawa [tqw],30,-95,#35528D,Tonkawa,,USA
Orya [ury],-2.667,139.917,#317B9B,Orya,,Indonesia
Bukiyip_Arapesh [ape],-3.667,142.5,#B16A7D,Torricelli,Kombio-Arapesh,Papua New Guinea
Bumbita_Arapesh [aon],-3.667,142.833,#BB5B9F,Torricelli,Kombio-Arapesh,Papua New Guinea
Au [avt],-3.5,142.083,#C75C9D,Torricelli,Central,Papua New Guinea
Olo [ong],-3.25,142.167,#B956AF,Torricelli,Wapei,Papua New Guinea
Valman [van],-3.25,142.5,#B35F94,Torricelli,Wapei,Papua New Guinea
One [aun],-3.417,141.833,#858D81,Torricelli,West Wapei,Papua New Guinea
Totonac [tlc],20.5,-97.2,#A12D4A,Totozoquean-Chitimacha,Totozoquean,Mexico
Baruya [byr],-6.917,145.833,#2B60CD,Trans New Guinea,Morobe-Eastern Highlands,Papua New Guinea
Kapau [hmt],-7.667,146.167,#4237A9,Trans New Guinea,Morobe-Eastern Highlands,Papua New Guinea
Asmat [asc],-5.3,138.3,#5D5AA4,Trans New Guinea,Asmat-Kamoro,Indonesia
Kamoro [kgq],-4.333,136,#2D3FAA,Trans New Guinea,Asmat-Kamoro,Indonesia
Aghu [ahh],-6.333,140,#717EB2,Trans New Guinea,Awyu-Dumut,Indonesia
Kombai [tyn],-5.75,140,#6773CB,Trans New Guinea,Awyu-Dumut,Indonesia
Korowai [khe],-5.417,140.45,#2C879A,Trans New Guinea,Awyu-Dumut,Indonesia
Pisa [psa],-6,139.25,#4D8BB8,Trans New Guinea,Awyu-Dumut,Indonesia
Wambon [wms],-5.5,140.5,#3198AC,Trans New Guinea,Awyu-Dumut,Indonesia
Binandere [bhg],-8.167,147.917,#4AAAB1,Trans New Guinea,Binanderean,Papua New Guinea
Guhu-Samane [ghs],-8,147.25,#2873B8,Trans New Guinea,Binanderean,Papua New Guinea
Orokaiva [ork],-8.75,148.25,#5A83B9,Trans New Guinea,Binanderean,Papua New Guinea
Suena [sue],-7.75,147.5,#529EA0,Trans New Guinea,Binanderean,Papua New Guinea
Golin [gvf],-6.25,144.833,#556CCB,Trans New Guinea,Chimbu,Papua New Guinea
Kuman [kue],-5.917,144.917,#416FB8,Trans New Guinea,Chimbu,Papua New Guinea
SaltYui [sll],-6.283,145,#5A6FC9,Trans New Guinea,Chimbu,Papua New Guinea
Wahgi [wgi],-6.667,145.583,#5681A1,Trans New Guinea,Chimbu,Papua New Guinea
Dani [dni],-4,138.917,#4650C1,Trans New Guinea,Western Trans New Guinea,Indonesia
Yali [yli],-3.75,139.25,#476CC3,Trans New Guinea,Western Trans New Guinea,Indonesia
Duna [duc],-5.417,142.5,#4CA7DF,Trans New Guinea,Duna,Papua New Guinea
Agarabi [agd],-6.25,145.917,#096895,Trans New Guinea,Morobe-Eastern Highlands,Papua New Guinea
Awa [awb],-6.75,145.667,#137F76,Trans New Guinea,Morobe-Eastern Highlands,Papua New Guinea
Fore [for],-6.75,145.5,#2E5E87,Trans New Guinea,Morobe-Eastern Highlands,Papua New Guinea
Gadsup [gaj],-6.333,146,#22618C,Trans New Guinea,Morobe-Eastern Highlands,Papua New Guinea
Gahuku [gah],-6.083,145.4,#115C98,Trans New Guinea,Morobe-Eastern Highlands,Papua New Guinea
Hua [ygr],-6.333,145.3,#1B6B87,Trans New Guinea,Morobe-Eastern Highlands,Papua New Guinea
Siane [snp],-6.05,145.25,#205FAA,Trans New Guinea,Morobe-Eastern Highlands,Papua New Guinea
Tairora [tbg],-6.583,145.917,#1C7088,Trans New Guinea,Morobe-Eastern Highlands,Papua New Guinea
Usarufa [usa],-6.5,146.083,#106E89,Trans New Guinea,Morobe-Eastern Highlands,Papua New Guinea
Yagaria [ygr-2],-6.417,145.417,#286388,Trans New Guinea,Morobe-Eastern Highlands,Papua New Guinea
Kewa [kew],-6.333,143.75,#3B9691,Trans New Guinea,Engan,Papua New Guinea
Kyaka_Enga [kyc],-5.5,144.083,#498AA9,Trans New Guinea,Engan,Papua New Guinea
Kate [kmg],-6.5,147.833,#3E55BB,Trans New Guinea,Morobe-Eastern Highlands,Papua New Guinea
Nabak [naf],-6.5,147,#486BAC,Trans New Guinea,Morobe-Eastern Highlands,Papua New Guinea
Nankina [nnk],-5.75,146.5,#546DB6,Trans New Guinea,Morobe-Eastern Highlands,Papua New Guinea
Ono [ons],-6.083,147.583,#504AA0,Trans New Guinea,Morobe-Eastern Highlands,Papua New Guinea
Rawa [rwo],-5.833,145.917,#3D729E,Trans New Guinea,Morobe-Eastern Highlands,Papua New Guinea
Selepet [spl],-6,147.25,#196AB7,Trans New Guinea,Morobe-Eastern Highlands,Papua New Guinea
Kunimaipa [kup],-8.083,146.917,#3A66B4,Trans New Guinea,Goilala,Papua New Guinea
Barai [bbb],-9.417,148,#55809D,Southeast Papuan,Owen Stanley Ranges,Papua New Guinea
Koiali_Mountain [kpx],-9.083,147.5,#4A61C0,Southeast Papuan,Owen Stanley Ranges,Papua New Guinea
Koiari [kbk],-9.5,147.333,#5666C2,Southeast Papuan,Owen Stanley Ranges,Papua New Guinea
Koita [kqi],-9.333,147.083,#4668D2,Southeast Papuan,Owen Stanley Ranges,Papua New Guinea
Omie [aom],-9.083,148.167,#3D869C,Southeast Papuan,Owen Stanley Ranges,Papua New Guinea
Fasu [faa],-6.417,143.167,#2C78C5,Papuan Gulf,Kikorian,Papua New Guinea
Foe [foi],-6.333,143.5,#386AB5,Papuan Gulf,Kikorian,Papua New Guinea
Amele_Haija [aey],-5.25,145.75,#806E9D,Trans New Guinea,Madang,Papua New Guinea
Anamuxra [imi],-4.667,145,#5268AD,Trans New Guinea,Madang,Papua New Guinea
Kalam [kmh],-5.25,144.583,#578AB5,Trans New Guinea,Madang,Papua New Guinea
Kobon [kpw],-5.167,144.417,#6576B6,Trans New Guinea,Madang,Papua New Guinea
Nend [anh],-4.25,144.917,#416FB5,Trans New Guinea,Madang,Papua New Guinea
Siroi [ssd],-5.5,146,#5984BF,Trans New Guinea,Madang,Papua New Guinea
Tauya [tya],-5.75,145.3,#59909D,Trans New Guinea,Madang,Papua New Guinea
Usan [wnu],-4.833,145.333,#704D9C,Trans New Guinea,Madang,Papua New Guinea
Waskia [wsk],-4.583,145.917,#5664AD,Trans New Guinea,Madang,Papua New Guinea
Magi [mgu],-10.25,149,#2F56A5,Southeast Papuan,Owen Stanley Ranges,Papua New Guinea
Mairasi [zrs],-3.5,134,#7668B0,Tanah Merah-Mairasi,Etna Bay,Indonesia
Una [mtg],-4.667,140,#3E6696,Trans New Guinea,Momuna-Mek,Indonesia
Yale [kkl],-4.333,139.5,#3072BD,Trans New Guinea,Momuna-Mek,Indonesia
Kati_North [yon],-5.5,141,#5D59CE,Trans New Guinea,Ok,Indonesia
Telefol [tlf],-4.917,141.75,#3247A3,Trans New Guinea,Ok,Papua New Guinea
Kolana [kvw],-8.3,125.133,#9B63CC,Timor-Alor-Pantar,Alor-Pantar,Indonesia
Kui [kvd],-8.39,124.67,#A75FE1,Timor-Alor-Pantar,Alor-Pantar,Indonesia
Oirata [oia],-8.083,127.167,#91ADD1,Timor-Alor-Pantar,Mainland,Indonesia
Tanglapui [tpg],-8.3,125,#9658D3,Timor-Alor-Pantar,Alor-Pantar,Indonesia
Kamang [woi],-8.25,124.833,#A562E6,Timor-Alor-Pantar,Alor-Pantar,Indonesia
Ekagi [ekg],-3.917,136.25,#5D5FB2,Trans New Guinea,Western Trans New Guinea,Indonesia
Moni [mnz],-3.583,136.833,#1F4D89,Trans New Guinea,Western Trans New Guinea,Indonesia
Trumai [tpy],-13.5,-53,#58A384,Trumai,,Brazil
Barasano [bsn],-0.25,-70.75,#3C7B7F,Tucanoan,East,Colombia
Carapana [cbc],0.45,-71,#315B9F,Tucanoan,East,Colombia
Cubeo [cub],1.33,-70.5,#335D5B,Tucanoan,Central,Colombia
Koreguaje [coe],1,-75.5,#3F5B86,Tucanoan,West,Colombia
Secoya [sey],-0.2,-76.5,#308278,Tucanoan,West,Ecuador
Siona [snn],-0.25,-76,#1E6877,Tucanoan,West,Colombia
Tucano [tuo],0.95,-70.1,#237F81,Tucanoan,North,Brazil
Tuyuca [tue],0.4,-70.2,#3D62AE,Tucanoan,East,Colombia
Tunica [tun],32.67,-91,#4D49A2,Tunica,,USA
Gavião [gvo],-11,-61,#6F3F8E,Tupian,Mondé,Brazil
Mundurukú [myu],-7,-57,#893FA7,Tupian,Munduruku,Brazil
Káro [arr],-9,-62.25,#6E4FAB,Tupian,Ramarama,Brazil
Mekens [skf],-12.5,-61.5,#7876AD,Tupian,Tupari,Brazil
Cocama-Cocamilla [cod],-5,-74.3,#6D7265,Tupian,Tupi-Guarani,Peru
Guajajara [gub],-5,-45,#9434A3,Tupian,Tupi-Guarani,Brazil
Guarani [gug],-23,-56,#996085,Tupian,Tupi-Guarani,Paraguay
Siriono [srq],-14.8,-62.5,#6B60AC,Tupian,Tupi-Guarani,Bolivia
Urubu-Kaapor [urb],-2,-47,#6D679B,Tupian,Tupi-Guarani,Brazil
Estonian [est],59,25,#5BB02A,Uralic,Finnic,Estonia
Finnish [fin],60.2,24.95,#54A327,Uralic,Finnic,Finland
Komi [koi],59.5,54.5,#2CA954,Uralic,Permic,Russia
Komi-Zyrian [kpv],65,55,#319345,Uralic,Permic,Russia
Mari_Meadow [mhr],57,48,#11895C,Uralic,Mari,Russia
Mordvin [myv],53,45.5,#2E9B34,Uralic,Mordvinic,Russia
Sami [sme],70,28,#3FBD4D,Uralic,Sami,Finland
Kamas [xas],52,92,#19884F,Uralic,Samoyedic,Russia
Nenets [yrk],70,76,#1B9344,Uralic,Samoyedic,Russia
Nganasan [nio],71,93,#28726B,Uralic,Samoyedic,Russia
Selkup [sel],65,82,#18846A,Uralic,Samoyedic,Russia
Hungarian [hun],47,19,#5BA22E,Uralic,Ugric,Hungary
Khanty [kca],64,69,#61A665,Uralic,Ugric,Russia
Mansi [mns],62,62,#2CA74B,Uralic,Ugric,Russia
Urarina [ura],-4,-75,#525E81,Urarina,,Peru
Pipil [ppl],13.85,-89.55,#A9401A,Uto-Aztecan,South,El Salvador
Yaqui_Arizona [yaq],31.67,-111.25,#63875C,Uto-Aztecan,South,USA
Cora [crn],23.333,-99,#634147,Uto-Aztecan,South,Mexico
Huichol [hch],22,-104,#326182,Uto-Aztecan,South,Mexico
Hopi [hop],36,-110,#296875,Uto-Aztecan,North,USA
Chemehuevi [ute-3],34.33,-115.17,#3E5C5A,Uto-Aztecan,North,USA
Comanche [com],33.5,-101.5,#437059,Uto-Aztecan,North,USA
Kawaiisu [xaw],36,-117.5,#42497A,Uto-Aztecan,North,USA
Mono [mnr],38,-119,#525B62,Uto-Aztecan,North,USA
Paiute_Northern [pao],40.75,-118,#415863,Uto-Aztecan,North,USA
Shoshone [shh],41,-115.5,#477275,Uto-Aztecan,North,USA
Tümpisa [par],37,-117,#477F6B,Uto-Aztecan,North,USA
Ute [ute],39,-109,#445D7B,Uto-Aztecan,North,USA
Cahuilla [chl],33.75,-117.75,#434A66,Uto-Aztecan,North,USA
Luiseño [lui],33.33,-117.17,#448376,Uto-Aztecan,North,USA
Guarijio [var],27.75,-108.67,#6E4F80,Uto-Aztecan,South,Mexico
Tarahumara [tar],27.5,-107.5,#3D5B5B,Uto-Aztecan,South,Mexico
Nevome [ood-2],19,-98.25,#66596C,Uto-Aztecan,South,Mexico
O'odham [ood],32,-112,#834F42,Uto-Aztecan,South,USA
Pima Bajo [pia],29,-111,#54815A,Uto-Aztecan,South,Mexico
Dâw [kwa],-0.15,-67.05,#6BA08B,Nadahup,Vaupés,Brazil
Hup [jup],0.167,-69.25,#4291A0,Nadahup,Vaupés,Brazil
Nadëb [mbj],-0.2,-67,#66657A,Nadahup,Nadëb,Brazil
Haisla [has],54,-128.75,#AD3D41,Wakashan,North,Canada
Kwakw'ala [kwk],51,-127,#874F4B,Wakashan,North,Canada
Makah [myh],48.33,-124.67,#926A58,Wakashan,South,USA
Nootka [noo],49.67,-126.67,#905A51,Wakashan,South,Canada
Waorani [auc],-1,-76.5,#52859A,Waorani,,Ecuador
Wappo [wao],38.5,-122.5,#498C95,Wappo-Yukian,,USA
Warao [wba],9,-62,#357E82,Warao,,Venezuela
Washo [was],39.25,-120,#425A95,Washo,,USA
Iha [ihp],-2.8,132.35,#5E54B3,Trans New Guinea,Bomberai,Indonesia
Mor [moq],-2.833,132.75,#8258D1,Mor,,Indonesia
Hatam [had],-1,134,#BD7DC9,Hatam,,Indonesia
Mpur [akc],-0.833,133,#C978AF,Mpur,,Indonesia
Galela [gbi],2,128.417,#C243B3,West Papuan,North Halmahera,Indonesia
Sahu [saj],1,127.417,#D3509D,West Papuan,North Halmahera,Indonesia
Ternate [tft],0.833,127.333,#CC8DAB,West Papuan,North Halmahera,Indonesia
Tidore [tvo],0,127.75,#CB6C8D,West Papuan,North Halmahera,Indonesia
Tobelo [tlb],0.75,127.75,#AF54AF,West Papuan,North Halmahera,Indonesia
West Makian [mqs],0.333,127.417,#D351A6,West Papuan,Birds Head,Indonesia
Abun [kgr],-0.833,132,#D4B6A8,West Papuan,Birds Head,Indonesia
MaiBrat [ayz],-1.25,132.667,#CF749E,West Papuan,Birds Head,Indonesia
Meryam Mir [ulk],-9.92,144.08,#53D676,Eastern Trans Fly,,Australia
Yadë [nce],-3.833,141.333,#456FAC,Yale,,Papua New Guinea
Yahgan [yag],-54.94,-67.62,#445D71,Yahgan,,Chile
Sanuma [xsu],4,-64,#718BAD,Yanomami,,Venezuela
Yareba [yrb],-9.5,148.583,#387EAC,Southeast Papuan,Owen Stanley Ranges,Papua New Guinea
Yawa [yva],-1.875,136.22,#8661BB,West Papuan,Yapen,Indonesia
Yeletnye [yle],-11,154,#5640AA,Yeletnye,,Papua New Guinea
Ket [ket],64,87,#817160,Dene-Yeniseic,Yeniseic,Russia
Yuchi [yuc],35.75,-86.75,#733DBD,Yuchi,,USA
Yukaghir [ykg],65.75,150.833,#348771,Yukaghir,,Russia
Ayoré [ayo],-20.5,-59.25,#876777,Zamucoan,,Paraguay
Iquito [iqu],-3,-74,#786F6B,Zaparoan,Iquito-Cahuarano,Peru
Zaparo [zro],-2,-76.33,#608569,Zaparoan,Zaparo,Ecuador
Zuni [zun],35.08,-108.83,#539568,Zuni,,USA
Damal [uhn],-4,137.5,#3665BE,Trans New Guinea,Western Trans New Guinea,Indonesia
Lani [dnw],-3.75,138.2,#4040C9,Trans New Guinea,Western Trans New Guinea,Indonesia
Ata [ata],-5.667,151,#B03489,Ata,,Papua New Guinea
Touo [tqu],-8.667,157.5,#5E6276,Touo,,Solomons
Tok Pisin [tpi],-4.2,152.17,#AEA16C,Indo-European,Germanic,Papua New Guinea
Papuan Malay [pmy],-2,135,#AC8B64,Malayo-Polynesian,Malayo-Sumbawan,Indonesia
Ndyuka [djk],5,-54.5,#D0CB55,Indo-European,Germanic,Suriname
Sranan [srn],5.5,-55.5,#C4D25C,Indo-European,Germanic,Suriname
Hadza [hts],-3.75,35.17,#714950,Hadza,,Tanzania
Beothuk [bue],48,-55,#254A6D,Beothuk,,Canada
Kurux [kxl],26.5,87.35,#28756B,Dravidian,North,Nepal
Puyuma [pyu],22.833,121.083,#BD8337,Austronesian,Puyuma,Taiwan
Kazakh [kaz],50,70,#209C6E,Turkic,North-west,Kazakhstan
Waropen [wrp],-2.333,136.667,#B84BB0,Malayo-Polynesian,Eastern Malayo-Polynesian,Indonesia
Manange [nmm],28.667,84.08,#36C68C,Tibeto-Burman,Bodic,Nepal
Shanghai [wuu],31,121,#A5EF75,Tibeto-Burman,Sinitic,China
Spiti [bod-2],32.75,77.75,#1DC374,Tibeto-Burman,Bodic,India
Kanashi [xns],32,77.55,#34BF5C,Tibeto-Burman,Western Himalayan,India
Pattani [lae],32.6,77.2,#2AB483,Tibeto-Burman,Western Himalayan,India
Amoy [nan],24.5,118,#B0E979,Tibeto-Burman,Sinitic,China
Mali [gcc],-4.833,152.25,#8A4296,Baining,,Papua New Guinea
Wuvulu [wuv],-1.72,142.833,#BA625B,Oceanic,Admiralties,Papua New Guinea
Rote [twu],-10.75,123.25,#CA526C,Malayo-Polynesian,Timoric,Indonesia
Dobel [kvo],-6.083,134.5,#B1498D,Malayo-Polynesian,Southeast Maluku,Indonesia
Hlai [lic],18.65,109.4,#EBCE98,Tai-Kadai,South,China
Nen [nqn],-8.6,142.1,#506E8A,South New Guinea,East Morehead River,Papua New Guinea
Yamphu [ybi],27.4,87.1,#2C7386,Tibeto-Burman,Kiranti,Nepal
Cogtse Gyarong [jya],32.1,100.6,#486690,Tibeto-Burman,Qiangic,China
Nahavaq [sns],-16.53,167.123,#CD608B,Oceanic,Southern Oceanic,Vanuatu
Apma [app],-15.775,168.158,#99647F,Oceanic,Southern Oceanic,Vanuatu
Abui [abz],-8.417,124.6,#A864BE,Timor-Alor-Pantar,Alor-Pantar,Indonesia
Kurtöp [xkz],27.83,91,#3FB7AD,Tibeto-Burman,Bodic,Bhutan
Kesui [wah],-4.5,131.667,#CD6AA8,Malayo-Polynesian,Central Maluku,Indonesia
Onin [oni],-2.833,132.083,#C687C5,Malayo-Polynesian,North Bomberai,Indonesia
Uruangnirin [urn],-3.5,132.833,#AC67B0,Malayo-Polynesian,North Bomberai,Indonesia
Karas Laut [kgv],-3.6,132.667,#74AAB3,Trans New Guinea,Bomberai,Indonesia
Hiw [hiw],-13.25,166.5,#BD7B94,Oceanic,Southern Oceanic,Vanuatu
Arguni [agf],-2.667,132.5,#BE96C3,Malayo-Polynesian,Eastern Malayo-Polynesian,Indonesia
Tehit_Imyan [kps-2],-1.75,132.167,#BD6DBC,West Papuan,Birds Head,Indonesia
Luangiua [ojv],-5.417,159.65,#CDB983,Oceanic,Central Pacific,Solomons
Eyak [eya],60.5,-145,#5B4A9E,Dene-Yeniseic,Na-Dene,USA
Dohoi [otd],-0.5,113,#D17262,Malayo-Polynesian,Barito,Indonesia
Dzongkha [dzo],27.5,89.5,#399D98,Tibeto-Burman,Bodic,Bhutan
Thulung [tdh],27.6,86.75,#2A6285,Tibeto-Burman,Kiranti,Nepal
Turung [try],27.14,95.75,#87C5AB,Tibeto-Burman,Jingpho,India
Lhomi [lhm],27.75,87.4,#55A6A9,Tibeto-Burman,Bodic,Nepal
Wooi [wbw],-1.67,135.47,#B85992,Malayo-Polynesian,Eastern Malayo-Polynesian,Indonesia
Berik [bkl],-2.25,138.92,#537EA1,Trans New Guinea,Tor,Indonesia
Wandamen [wad],-2.67,134.25,#BD6AA3,Malayo-Polynesian,Eastern Malayo-Polynesian,Indonesia
Tai_Aiton [aio],26.95,94.67,#E7C4A0,Tai-Kadai,South,India
Pendau [ums],0,119.83,#BC6F60,Malayo-Polynesian,Celebic,Indonesia
Dom [doa],-6,144.917,#6483B8,Trans New Guinea,Chimbu,Papua New Guinea
Kunjen [kjn],-16.5,142,#66B99F,Pama-Nyungan,Central Paman,Australia
Gabigabi [xxx-11],-25.5,153,#5AD298,Pama-Nyungan,WakaKabic,Australia
Dharawal [tbh],-34.5,150.5,#5AB883,Pama-Nyungan,Yuin-Kuri,Australia
Nyungar [nys],-33.75,116,#51BFA3,Pama-Nyungan,South-west,Australia
Sindhi [snd],26,69,#2B9F37,Indo-European,Indo-Iranian,Pakistan
Chinook [chh],46,-124,#9D3F2E,Chinook,,USA
Banggai [bgz],-1.42,123.17,#B8545C,Malayo-Polynesian,Celebic,Indonesia
Tengger [tes],-7.95,112.95,#CB795D,Malayo-Polynesian,Javanic,Indonesia
Momu [fqs],-3.167,141.667,#4E73AF,Kwomtari,,Papua New Guinea
Dharuk [xxx-8],-33.1,151.75,#328078,Pama-Nyungan,Yuin-Kuri,Australia
Arandai [jbj],-2.17,133,#4054A9,Trans New Guinea,South Birds Head,Indonesia
Uab Meto [aoz],-9.67,124.25,#D2818A,Malayo-Polynesian,Timoric,Indonesia
Bunaq [bfn],-9.1,125.15,#B36EBF,Timor-Alor-Pantar,Mainland,Indonesia
Bunun [bnn],23.5,121,#DB6E5E,Austronesian,Bunun,Taiwan
Sierra Popoluca [poi],18.23,-94.87,#663A6A,Totozoquean-Chitimacha,Totozoquean,Mexico
Iñupiaq [esi],68.13,-151.72,#1F497B,Eskimo-Aleut,Eskimo,USA
Aguaruna [agr],-5.25,-78,#344E94,Jivaroan,,Peru
Atong [aot],25.5,90.5,#48B78B,Tibeto-Burman,Bodo-Garo,India
Na [nbf-2],27.2,101,#8EC2C2,Tibeto-Burman,Naxi,China
Maonan [mmd],25,108.5,#D4CD97,Tai-Kadai,South,China
Sika [ski],-8.62,122.22,#CC8097,Malayo-Polynesian,Timoric,Indonesia
Atakapa [aqp],30,-93,#4D4ECF,Atakapa,,USA
Gayo [gay],4.55,96.95,#D97B66,Malayo-Polynesian,Batak-Barrier Islands,Indonesia
Pitu Ulunna Salu [ptu],-3.083,119.083,#CA5664,Malayo-Polynesian,Greater South Sulawesi,Indonesia
Lelepa [lpa],-17.64,168.18,#C65AAC,Oceanic,Southern Oceanic,Vanuatu
Inanwatan [szp],-2.17,132,#6C40AF,Trans New Guinea,South Birds Head,Indonesia
Klon [kyo],-8.417,124.417,#B373C7,Timor-Alor-Pantar,Alor-Pantar,Indonesia
Teiwa [twe],-8.333,124.2,#A970C2,Timor-Alor-Pantar,Alor-Pantar,Indonesia
Namakir [nmk],-17,168.583,#C96BA1,Oceanic,Southern Oceanic,Vanuatu
Ngarla [nlr],-20.33,119.5,#49AE80,Pama-Nyungan,Pilbara,Australia
Mudukumo [bwm],-4.367,143.867,#3FBE98,Yuat,,Papua New Guinea
Fuyuge [fuy],-8.667,147.333,#67A2B4,Trans New Guinea,Goilala,Papua New Guinea
Mian [mpt],-4.667,141.25,#3865AA,Trans New Guinea,Ok,Papua New Guinea
Sabanê [sae],-12,-60,#6764BE,Nambikwara,,Brazil
Lote [uvl],-5.6,151.9,#BF6890,Oceanic,Western Oceanic,Papua New Guinea
Makasai [mkz],-8.5,126.5,#9FC3AF,Timor-Alor-Pantar,Mainland,Timor leste
Atacameño [kuz],-23,-69,#3A429C,Atacameño,,Chile
Dakpa [dka],27.75,91.5,#2CACAD,Tibeto-Burman,Bodic,Bhutan
Gathang [kda],-32,152.5,#4FB879,Pama-Nyungan,Yuin-Kuri,Australia
Cupeño [cup],33.17,-116.5,#2B6368,Uto-Aztecan,North,USA
Dumi [dus],27.25,86.67,#38698E,Tibeto-Burman,Kiranti,Nepal
Ghale [ghe],28.25,84.9,#31B79A,Tibeto-Burman,Ghale,Nepal
Jirel [jul],27.65,86.23,#1F9884,Tibeto-Burman,Bodic,Nepal
Nyaheun [nev],15,107,#E4ABAB,Austroasiatic,Bahnaric,Laos
Lardil [lbz],-16.5,139.5,#5FB569,Tangkic,,Australia
Damin [xxx-7],-16.4,139.35,#61B46A,Tangkic,,Australia
Brokpa [sgt],27.33,92,#379EB4,Tibeto-Burman,Bodic,Bhutan
Bugun [bgn],27.3,92.35,#49C1A6,Kho-Bwa,Bugun,India
Sherdukpen [sdp],27.2,92.4,#2FB6AD,Kho-Bwa,Sherdukpen-Sartang,India
Puroik [suv],28,93,#5AB7C4,Tibeto-Burman,Tani,India
Nishi [dap],27.7,94.2,#5391A3,Tibeto-Burman,Tani,India
Kaike [kzq],28.9,83.17,#2AA799,Tibeto-Burman,Bodic,Nepal
Fuzhou [cdo],26.5,119,#A6E47C,Tibeto-Burman,Sinitic,China
Khengkha [xkf],27.28,90.75,#48B5C0,Tibeto-Burman,Bodic,Bhutan
Koro [hru-2],27.25,92.8,#42B9A5,Tibeto-Burman,Siangic,India
Seke [skj],29,83.91,#3CC3A8,Tibeto-Burman,Bodic,Nepal
Manx [glv],54.2,-4.5,#687B34,Indo-European,Celtic,Britain
Denjongkha [sip],27.5,88.5,#62D3A9,Tibeto-Burman,Bodic,India
Nepali_hill [nep-2],28,84.33,#39C472,Indo-European,Indo-Iranian,Nepal
Kaure [bpp],-3.333,139.333,#2D649C,Nawa River,Kaure,Indonesia
Obokwi [afz],-2.767,138,#96C5BF,Lakes Plains,Eastern,Indonesia
Kambran [bed],-2.78,132.7,#B791BB,Malayo-Polynesian,Eastern Malayo-Polynesian,Indonesia
